programCode,facultyId,concentrations
CPSC_MAJ,1,"['Computer Game Development', 'Software Engineering', 'Theoretical Computer Science', 'Scientific Computation', 'Human-Computer Interactions', 'Computer Graphics', 'Information Security', 'Networks and Distributed Computing', 'Visualization and Analytics']"
